32000	0	2700	12.6	261.83
32000	0	2750	12.6	265.16
32000	0	2800	12.8	268.44
32000	0	2850	12.9	271.54
32000	0	2900	13	274.62
32000	0	2950	13.4	277.63
32000	0.1	2700	12.5	262.81
32000	0.1	2750	12.5	266.15
32000	0.1	2800	12.7	269.45
32000	0.1	2850	12.8	272.61
32000	0.1	2900	13	275.72
32000	0.1	2950	13.1	278.71
32000	0.2	2700	12.4	263.73
32000	0.2	2750	12.6	267.16
32000	0.2	2800	12.6	270.46
32000	0.2	2850	12.6	273.63
32000	0.2	2900	12.9	276.78
32000	0.2	2950	12.9	279.8
32000	0.3	2700	12.5	264.68
32000	0.3	2750	12.5	268.12
32000	0.3	2800	12.6	271.49
32000	0.3	2850	12.7	274.72
32000	0.3	2900	12.7	277.85
32000	0.3	2950	12.9	280.89
32000	0.4	2700	12.3	265.66
32000	0.4	2750	12.4	269.08
32000	0.4	2800	12.5	272.45
32000	0.4	2850	12.6	275.74
32000	0.4	2900	12.7	278.93
32000	0.4	2950	12.8	282
32000	0.5	2700	12.2	266.6
32000	0.5	2750	12.4	270.06
32000	0.5	2800	12.4	273.47
32000	0.5	2850	12.6	276.79
32000	0.5	2900	12.6	280
32000	0.5	2950	12.7	283.13
32000	0.6	2700	12.2	267.53
32000	0.6	2750	12.2	271.04
32000	0.6	2800	12.4	274.48
32000	0.6	2850	12.4	277.8
32000	0.6	2900	12.6	281.07
32000	0.6	2950	12.7	284.22
32000	0.7	2700	12.1	268.48
32000	0.7	2750	12	271.99
32000	0.7	2800	12.3	275.48
32000	0.7	2850	12.3	278.84
32000	0.7	2900	12.4	282.09
32000	0.7	2950	12.6	285.3
32000	0.8	2700	11.9	269.45
32000	0.8	2750	12.1	272.99
32000	0.8	2800	12.2	276.47
32000	0.8	2850	12.3	279.87
32000	0.8	2900	12.4	283.16
32000	0.8	2950	12.5	286.42
32000	0.9	2700	11.7	270.46
32000	0.9	2750	11.8	274.02
32000	0.9	2800	12.1	277.49
32000	0.9	2850	12.2	280.88
32000	0.9	2900	12.3	284.23
32000	0.9	2950	12.4	287.47
32000	1	2700	11.6	271.46
32000	1	2750	11.7	275.04
32000	1	2800	11.8	278.53
32000	1	2850	11.9	281.96
32000	1	2900	12.2	285.26
32000	1	2950	12.3	288.48
32000	1.1	2700	11.4	272.45
32000	1.1	2750	11.6	276.1
32000	1.1	2800	11.7	279.55
32000	1.1	2850	11.8	282.92
32000	1.1	2900	11.9	286.24
32000	1.1	2950	12.2	289.44
32000	1.2	2700	11.4	273.45
32000	1.2	2750	11.5	277.02
32000	1.2	2800	11.6	280.51
32000	1.2	2850	11.6	283.9
32000	1.2	2900	11.8	287.23
32000	1.2	2950	12.1	290.45
32000	1.3	2700	11.3	274.34
32000	1.3	2750	11.4	277.95
32000	1.3	2800	11.5	281.45
32000	1.3	2850	11.6	284.9
32000	1.3	2900	11.6	288.23
32000	1.3	2950	11.8	291.5
32000	1.4	2700	11.3	275.25
32000	1.4	2750	11.3	278.87
32000	1.4	2800	11.4	282.41
32000	1.4	2850	11.4	285.89
32000	1.4	2900	11.5	289.24
