0.0000e+00 2.6000e+04 1.9570e+03 9.9000e+00
2.0000e-01 2.6000e+04 1.9556e+03 9.7000e+00
4.0000e-01 2.6000e+04 1.9541e+03 9.6000e+00
6.0000e-01 2.6000e+04 1.9526e+03 9.4000e+00
8.0000e-01 2.6000e+04 1.9511e+03 9.2000e+00
1.0000e+00 2.6000e+04 1.9496e+03 9.2000e+00
1.2000e+00 2.6000e+04 1.9482e+03 9.2000e+00
1.4000e+00 2.6000e+04 1.9468e+03 9.0000e+00
1.6000e+00 2.6000e+04 1.9454e+03 8.8000e+00
1.8000e+00 2.6000e+04 1.9440e+03 8.7000e+00
2.0000e+00 2.6000e+04 1.9425e+03 8.6000e+00
2.2000e+00 2.6000e+04 1.9410e+03 8.3000e+00
2.4000e+00 2.6000e+04 1.9396e+03 8.2000e+00
2.6000e+00 2.6000e+04 1.9382e+03 8.2000e+00
2.8000e+00 2.6000e+04 1.9368e+03 8.1000e+00
3.0000e+00 2.6000e+04 1.9354e+03 8.1000e+00
3.2000e+00 2.6000e+04 1.9340e+03 7.8000e+00
3.4000e+00 2.6000e+04 1.9327e+03 7.6000e+00
3.6000e+00 2.6000e+04 1.9312e+03 7.3000e+00
3.8000e+00 2.6000e+04 1.9298e+03 7.2000e+00
4.0000e+00 2.6000e+04 1.9284e+03 7.1000e+00
4.2000e+00 2.6000e+04 1.9271e+03 7.0000e+00
4.4000e+00 2.6000e+04 1.9258e+03 7.0000e+00
4.6000e+00 2.6000e+04 1.9245e+03 6.8000e+00
4.8000e+00 2.6000e+04 1.9232e+03 6.7000e+00
5.0000e+00 2.6000e+04 1.9219e+03 6.2000e+00
5.2000e+00 2.6000e+04 1.9206e+03 6.1000e+00
5.4000e+00 2.6000e+04 1.9194e+03 6.1000e+00
5.6000e+00 2.6000e+04 1.9182e+03 6.0000e+00
5.8000e+00 2.6000e+04 1.9173e+03 6.0000e+00
6.0000e+00 2.6000e+04 1.9162e+03 5.9000e+00
6.2000e+00 2.6000e+04 1.9154e+03 5.9000e+00
6.4000e+00 2.6000e+04 1.9145e+03 5.8000e+00
6.6000e+00 2.6000e+04 1.9138e+03 5.7000e+00
6.8000e+00 2.6000e+04 1.9130e+03 5.6000e+00
7.0000e+00 2.6000e+04 1.9127e+03 5.6000e+00
7.2000e+00 2.6000e+04 1.9120e+03 5.5000e+00
7.4000e+00 2.6000e+04 1.9113e+03 5.4000e+00
7.6000e+00 2.6000e+04 1.9108e+03 5.3000e+00
