20000	-0.05	1800	4.2687
20000	-0.05	2000	6.8644
20000	-0.05	2200	7.2659
20000	-0.05	2400	6.9028
20000	-0.05	2600	6.3456
20000	-0.05	2800	5.8044
20000	-0.05	3000	5.3477
20000	-0.05	3200	4.99
20000	-0.05	3400	4.7273
20000	-0.04	1800	13.801
20000	-0.04	2000	18.218
20000	-0.04	2200	19.742
20000	-0.04	2400	20.013
20000	-0.04	2600	19.813
20000	-0.04	2800	19.478
20000	-0.04	3000	19.142
20000	-0.04	3200	18.856
20000	-0.04	3400	18.634
20000	-0.03	1800	23.782
20000	-0.03	2000	30.484
20000	-0.03	2200	33.534
20000	-0.03	2400	34.719
20000	-0.03	2600	35.056
20000	-0.03	2800	35.04
20000	-0.03	3000	34.898
20000	-0.03	3200	34.73
20000	-0.03	3400	34.577
20000	-0.02	1800	33.369
20000	-0.02	2000	42.719
20000	-0.02	2200	47.708
20000	-0.02	2400	50.125
20000	-0.02	2600	51.213
20000	-0.02	2800	51.654
20000	-0.02	3000	51.791
20000	-0.02	3200	51.794
20000	-0.02	3400	51.743
20000	-0.01	1800	42.191
20000	-0.01	2000	54.337
20000	-0.01	2200	61.577
20000	-0.01	2400	65.521
20000	-0.01	2600	67.574
20000	-0.01	2800	68.617
20000	-0.01	3000	69.129
20000	-0.01	3200	69.365
20000	-0.01	3400	69.453
20000	0	1800	49.908
20000	0	2000	64.765
20000	0	2200	74.422
20000	0	2400	80.146
20000	0	2600	83.387
20000	0	2800	85.189
20000	0	3000	86.181
20000	0	3200	86.715
20000	0	3400	86.982
20000	0.01	1800	56.575
20000	0.01	2000	74.03
20000	0.01	2200	86.26
20000	0.01	2400	94.028
20000	0.01	2600	98.7
20000	0.01	2800	101.44
20000	0.01	3000	103.04
20000	0.01	3200	103.95
20000	0.01	3400	104.44
20000	0.02	1800	62.384
20000	0.02	2000	82.245
20000	0.02	2200	20.145
20000	0.02	2400	28.357
20000	0.02	2600	33.558
20000	0.02	2800	36.742
20000	0.02	3000	38.657
20000	0.02	3200	39.787
20000	0.02	3400	40.418
20000	0.03	1800	-4.3617
20000	0.03	2000	13.798
20000	0.03	2200	28.094
20000	0.03	2400	38.236
20000	0.03	2600	44.928
20000	0.03	2800	49.163
20000	0.03	3000	51.782
20000	0.03	3200	53.357
20000	0.03	3400	54.258
20000	0.04	1800	-0.71441
20000	0.04	2000	18.972
20000	0.04	2200	35.157
20000	0.04	2400	47.137
20000	0.04	2600	55.339
20000	0.04	2800	60.683
20000	0.04	3000	64.06
20000	0.04	3200	66.126
20000	0.04	3400	67.324
20000	0.05	1800	2.4941
20000	0.05	2000	23.415
20000	0.05	2200	41.203
20000	0.05	2400	54.881
20000	0.05	2600	64.578
20000	0.05	2800	71.078
20000	0.05	3000	75.275
20000	0.05	3200	77.883
20000	0.05	3400	79.414
20000	0.06	1800	5.2947
20000	0.06	2000	27.193
20000	0.06	2200	46.382
20000	0.06	2400	61.631
20000	0.06	2600	72.795
20000	0.06	2800	80.48
20000	0.06	3000	85.543
20000	0.06	3200	88.738
20000	0.06	3400	90.639
20000	0.07	1800	7.7717
20000	0.07	2000	30.469
20000	0.07	2200	50.858
20000	0.07	2400	67.539
20000	0.07	2600	80.106
20000	0.07	2800	88.976
20000	0.07	3000	94.935
20000	0.07	3200	98.758
20000	0.07	3400	101.05
20000	0.08	1800	10.013
20000	0.08	2000	33.359
20000	0.08	2200	54.771
20000	0.08	2400	72.74
20000	0.08	2600	86.63
20000	0.08	2800	96.664
20000	0.08	3000	103.54
20000	0.08	3200	108.01
20000	0.08	3400	110.71
20000	0.09	1800	12.075
20000	0.09	2000	35.954
20000	0.09	2200	58.239
20000	0.09	2400	77.357
20000	0.09	2600	92.482
20000	0.09	2800	103.65
20000	0.09	3000	111.43
20000	0.09	3200	116.56
20000	0.09	3400	119.7
20000	0.1	1800	14.006
20000	0.1	2000	38.325
20000	0.1	2200	61.361
20000	0.1	2400	81.497
20000	0.1	2600	97.761
20000	0.1	2800	110.01
20000	0.1	3000	118.69
20000	0.1	3200	124.5
20000	0.1	3400	128.09
25000	-0.05	1800	31.83
25000	-0.05	2000	36.432
25000	-0.05	2200	38.398
25000	-0.05	2400	38.866
25000	-0.05	2600	38.598
25000	-0.05	2800	38.027
25000	-0.05	3000	37.378
25000	-0.05	3200	36.759
25000	-0.05	3400	36.213
25000	-0.04	1800	42.017
25000	-0.04	2000	49.371
25000	-0.04	2200	53.475
25000	-0.04	2400	55.429
25000	-0.04	2600	56.137
25000	-0.04	2800	56.193
25000	-0.04	3000	55.946
25000	-0.04	3200	55.584
25000	-0.04	3400	55.205
25000	-0.03	1800	51.549
25000	-0.03	2000	61.981
25000	-0.03	2200	68.722
25000	-0.03	2400	72.663
25000	-0.03	2600	74.756
25000	-0.03	2800	75.747
25000	-0.03	3000	76.122
25000	-0.03	3200	76.175
25000	-0.03	3400	76.073
25000	-0.02	1800	59.833
25000	-0.02	2000	73.27
25000	-0.02	2200	82.809
25000	-0.02	2400	89.035
25000	-0.02	2600	92.841
25000	-0.02	2800	95.051
25000	-0.02	3000	96.274
25000	-0.02	3200	96.911
25000	-0.02	3400	97.208
25000	-0.01	1800	66.61
25000	-0.01	2000	82.744
25000	-0.01	2200	95.104
25000	-0.01	2400	103.86
25000	-0.01	2600	109.69
25000	-0.01	2800	113.41
25000	-0.01	3000	115.72
25000	-0.01	3200	117.12
25000	-0.01	3400	117.94
25000	0	1800	72.181
25000	0	2000	90.774
25000	0	2200	105.92
25000	0	2400	117.36
25000	0	2600	125.5
25000	0	2800	131.03
25000	0	3000	134.68
25000	0	3200	137.05
25000	0	3400	138.56
25000	0.01	1800	76.861
25000	0.01	2000	97.607
25000	0.01	2200	35.236
25000	0.01	2400	46.875
25000	0.01	2600	55.603
25000	0.01	2800	61.845
25000	0.01	3000	66.158
25000	0.01	3200	69.078
25000	0.01	3400	71.013
25000	0.02	1800	6.6986
25000	0.02	2000	25.328
25000	0.02	2200	41.91
25000	0.02	2400	55.709
25000	0.02	2600	66.5
25000	0.02	2800	74.531
25000	0.02	3000	80.291
25000	0.02	3200	84.313
25000	0.02	3400	87.064
25000	0.03	1800	9.5103
25000	0.03	2000	29.388
25000	0.03	2200	47.631
