0.0000e+00 2.7000e+04 1.9528e+03 2.1000e+00 AoAs are wrong, was using 0.1 instead of 0.5. all else right
5.0000e-01 2.7000e+04 1.9490e+03 2.0000e+00
1.0000e+00 2.7000e+04 1.9452e+03 1.9000e+00
1.5000e+00 2.7000e+04 1.9415e+03 1.9000e+00
2.0000e+00 2.7000e+04 1.9376e+03 1.8000e+00
2.5000e+00 2.7000e+04 1.9341e+03 1.7000e+00
3.0000e+00 2.7000e+04 1.9304e+03 1.7000e+00
3.5000e+00 2.7000e+04 1.9268e+03 1.6000e+00
4.0000e+00 2.7000e+04 1.9232e+03 1.5000e+00
4.5000e+00 2.7000e+04 1.9199e+03 1.4000e+00
5.0000e+00 2.7000e+04 1.9169e+03 1.4000e+00
5.5000e+00 2.7000e+04 1.9149e+03 1.4000e+00
6.0000e+00 2.7000e+04 1.9119e+03 1.3000e+00
6.5000e+00 2.7000e+04 1.9109e+03 1.3000e+00
7.0000e+00 2.7000e+04 1.9087e+03 1.2000e+00
7.5000e+00 2.7000e+04 1.9091e+03 1.2000e+00
8.0000e+00 2.7000e+04 1.9071e+03 1.1000e+00
8.5000e+00 2.7000e+04 1.9092e+03 1.1000e+00
9.0000e+00 2.7000e+04 1.9078e+03 1.0000e+00
9.5000e+00 2.7000e+04 1.9107e+03 1.0000e+00
1.0000e+01 2.7000e+04 1.9102e+03 9.0000e-01
0.0000e+00 2.8000e+04 1.9485e+03 2.2000e+00
5.0000e-01 2.8000e+04 1.9446e+03 2.1000e+00
1.0000e+00 2.8000e+04 1.9406e+03 2.1000e+00
1.5000e+00 2.8000e+04 1.9367e+03 2.0000e+00
2.0000e+00 2.8000e+04 1.9327e+03 1.9000e+00
2.5000e+00 2.8000e+04 1.9290e+03 1.8000e+00
3.0000e+00 2.8000e+04 1.9252e+03 1.7000e+00
3.5000e+00 2.8000e+04 1.9216e+03 1.6000e+00
4.0000e+00 2.8000e+04 1.9181e+03 1.6000e+00
4.5000e+00 2.8000e+04 1.9147e+03 1.5000e+00
5.0000e+00 2.8000e+04 1.9121e+03 1.5000e+00
5.5000e+00 2.8000e+04 1.9107e+03 1.5000e+00
6.0000e+00 2.8000e+04 1.9081e+03 1.4000e+00
6.5000e+00 2.8000e+04 1.9079e+03 1.4000e+00
7.0000e+00 2.8000e+04 1.9058e+03 1.3000e+00
7.5000e+00 2.8000e+04 1.9070e+03 1.3000e+00
