27715,27718,27716,27740,27749,27744,27779,27817,27885,27937,27994,28053,28119,28189,28261,28337,28421,28509,28596,28693,28791,28892,28997,29110,29212,29340,29457,29561,29694,29817,29945,30074,30207,30335,30477,30603,30744,30879,31016,31153,31289,31426,31562,31698,31832,31968,32089,32231,32353,32494,32616,32712,32848,32980,33082,33183,33302,33402,33495,33600,33695,33776,33864,33938,34008,34082,34149,34204,34260,34312,34349,34377,34402,34421,34452,34482,34518,34541
1850,1850.3,1851.2,1852.3,1855.7,1860,1861.1,1868.1,1878.3,1888.8,1902.7,1915.9,1931.4,1947.9,1966.8,1985,2003.4,2025.9,2051.6,2078.6,2107,2138,2171.3,2206.7,2246.1,2292.2,2342.7,2379,2402.2,2430.8,2450.5,2470.8,2491.2,2505.5,2523.9,2544.9,2558.3,2567.9,2575.5,2581.8,2587.4,2592,2599.4,2611.2,2619.4,2629,2634.8,2647.5,2661,2669.3,2685.2,2692.6,2695.3,2705.8,2715.7,2717.9,2723.3,2725.8,2727.1,2728.5,2733.5,2734.2,2736.3,2737.8,2738,2740.5,2743,2744.2,2743,2742.3,2742.9,2744.7,2745.3,2744.9,2744.6,2744.5,2744.4,2744.4
0.015698,0.0052407,0.0088243,0.015094,0.0057964,0.013431,0.016512,0.02057,0.020908,0.016158,0.017363,0.0161,0.016865,0.015868,0.015929,0.015558,0.016233,0.015082,0.015369,0.015285,0.014867,0.014418,0.014937,0.014018,0.013599,0.015434,0.011732,0.013416,0.013497,0.012779,0.012842,0.012925,0.012307,0.012767,0.012476,0.01182,0.01278,0.01171,0.012482,0.01172,0.012273,0.01174,0.012222,0.011579,0.012338,0.011243,0.011847,0.012105,0.011379,0.01296,0.0097395,0.011292,0.013067,0.011576,0.010248,0.011786,0.012002,0.010699,0.011568,0.01232,0.01095,0.011425,0.011678,0.010699,0.011722,0.012038,0.011288,0.011152,0.012192,0.011341,0.0099616,0.0097587,0.0098755,0.012401,0.015765,0.018924,0.027031,0.027481
994,993.73,993.1,992.13,990.66,988.5,986.03,983.1,979.47,973.17,966.13,959.61,951.21,943.36,934.99,924.03,913.03,903.21,889.43,873.21,857.72,838.59,818.48,796.78,772.93,749.38,722.88,698.06,674.54,650.28,625.27,600.57,575.77,550.75,528.09,505.35,480.16,456.24,432.53,409.28,386.54,364.29,342.7,321.76,300.01,279.28,259.36,240.16,224.88,208.28,193.63,178.41,162.87,149.94,137.93,125.92,114.84,103.93,92.006,81.845,73.487,64.998,57.107,50.222,43.139,36.761,30.821,25.322,18.477,12.675,9.7293,7.854,5.8714,3.8248,2.2238,1.0432,0.31016,2.7249e-14
0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,-0.0003,0.002,0.002,7.8483e-05,-0.0003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,-0.0003,-0.0003,0.002,0.002,0.002,0.002,0.002,0.002,0.002,-0.00026464,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0014099,0.002,0.002,0.002,-0.0003,0.00030874,-0.0003,-0.0003,0.002,-6.2823e-05,-0.0003,1.1463e-05,0.0003461,-0.00025768,0.0015563,0.002,-9.0868e-05,-0.00023286,0.00034645,-0.0003,7.8999e-05,0.00036103,-5.1543e-05,-0.0003,0.0013893,0.002,0.001569,-0.00026968,-0.0003,0.0015647,0.002,0.002,0.002,0.002,0.002
0.00038215,-0.00020954,0.00028445,-0.00065718,-0.00088642,0.00044087,-0.00032975,0.00028695,-0.00027913,0.00029548,-0.00034086,0.00044845,-0.00078021,0.000241,0.00079015,-0.00046745,-0.00045856,4.7354e-05,0.00048264,-0.00025597,0.00017771,-0.00013374,9.88e-05,-5.3654e-05,-7.6746e-05,-0.00046198,0.00044348,8.679e-05,2.9697e-05,-5.774e-05,6.4083e-05,-2.8917e-05,0.00034447,-0.0004949,-9.9633e-05,0.00042059,-1.0062e-05,2.2843e-05,-1.8715e-05,2.2773e-05,-8.0102e-05,-0.00017796,0.00016546,-5.5412e-05,-4.8106e-05,1.1056e-05,-4.0125e-05,-0.00019211,0.0001523,-0.00017089,0.00028825,-0.00022225,-7.5971e-05,7.9842e-05,-0.00014329,5.6067e-05,-4.0382e-05,0.00049884,-0.00037408,-0.00025425,0.00014509,-1.7455e-05,-0.00011611,0.00020168,-5.9465e-05,-0.00017126,0.0002217,0.00059094,-8.8964e-05,-0.00039397,-0.00089742,0.001,0.00070899,8.7153e-05,-8.4048e-05,0.00011143,-0.00015814,0.00039978
0,0.074833,0.25074,0.52688,0.90276,1.3778,1.9511,2.6219,3.389,4.2511,5.2069,6.2547,7.3928,8.6194,9.9325,11.33,12.809,14.368,16.004,17.714,19.496,21.346,23.262,25.24,27.278,29.371,31.516,33.711,35.95,38.232,40.55,42.903,45.286,47.696,50.127,52.577,55.041,57.515,59.995,62.478,64.958,67.432,69.896,72.346,74.777,77.187,79.57,81.922,84.241,86.523,88.762,90.957,93.102,95.195,97.233,99.211,101.13,102.98,104.76,106.47,108.1,109.66,111.14,112.54,113.85,115.08,116.22,117.27,118.22,119.08,119.85,120.52,121.1,121.57,121.95,122.22,122.4,122.47
44018,44010,44066,43953,44053,44293,44102,44169,44184,44311,44566,44772,45032,45309,45671,45972,46217,46622,47164,47685,48249,48908,49630,50359,51355,52429,53773,54569,54499,54749,54545,54352,54129,53674,53282,53124,52531,51828,51044,50219,49390,48531,47798,47233,46560,45930,45249,44655,44229,43507,43177,42753,41912,41360,40989,40401,39800,39244,38702,38103,37671,37210,36755,36367,35971,35616,35310,35034,34700,34399,34211,34111,33987,33878,33708,33547,33352,33235
1237.8,1237.6,1238.5,1236.8,1238.1,1241.4,1238.7,1239.3,1239.1,1240.5,1242.8,1242.1,1240.6,1421.3,1225.9,1220.7,1377,1393.9,1197.8,1187.3,1177.4,1114.2,1046.5,979.28,903.95,1022.2,929.66,651.12,602.69,558.76,541.28,519.36,497.39,482.63,701.35,431.73,418.27,409.94,403.65,396.47,392.08,388.46,381.61,463.45,358.62,348.5,342.96,642.64,560.64,616.35,598.69,232.91,559.07,570.51,522,467.33,536.91,210.34,109.16,495.33,508.08,409.97,508.18,445.24,387.57,456.25,487.7,134.01,-15.839,71.592,471.55,471.95,55.816,-46.416,-52.135,-57.852,-65.053,-69.591
6.5123,6.5126,6.5074,6.5126,6.5011,6.4779,6.4876,6.4714,6.4518,6.4293,6.3974,6.3916,6.383,4.7219,6.3564,6.3172,4.8866,4.5475,6.2106,6.1463,6.0924,6.0508,6.0045,5.9649,5.8993,3.9855,3.8523,5.6942,5.6985,5.689,5.6951,5.7069,5.72,5.7453,3.7473,5.7947,5.8208,5.8532,5.8975,5.9558,6.0056,6.0573,6.1011,5.5871,6.1896,6.2324,6.2872,3.9813,4.6594,4.022,4.0274,6.5137,4.3549,4.1072,4.4739,4.881,4.2335,6.3579,6.911,4.551,4.3827,5.1214,4.3474,4.8485,5.2254,4.7466,4.4414,6.5594,7.3606,6.8429,4.5617,4.5315,6.8878,7.4669,7.4893,7.5111,7.5378,7.5545
