0.0000e+00 1.5000e+04 2.0040e+03 3.9000e+00
2.0000e-01 1.5000e+04 2.0031e+03 3.9000e+00
4.0000e-01 1.5000e+04 2.0022e+03 3.9000e+00
6.0000e-01 1.5000e+04 2.0013e+03 3.9000e+00
8.0000e-01 1.5000e+04 2.0003e+03 3.9000e+00
1.0000e+00 1.5000e+04 1.9995e+03 3.9000e+00
1.2000e+00 1.5000e+04 1.9986e+03 3.9000e+00
1.4000e+00 1.5000e+04 1.9977e+03 3.9000e+00
1.6000e+00 1.5000e+04 1.5199e+03 2.5000e+00
1.8000e+00 1.5000e+04 1.9959e+03 3.6000e+00
2.0000e+00 1.5000e+04 1.9949e+03 3.6000e+00
2.2000e+00 1.5000e+04 1.9940e+03 3.6000e+00
2.4000e+00 1.5000e+04 1.9931e+03 3.6000e+00
2.6000e+00 1.5000e+04 1.9923e+03 3.6000e+00
2.8000e+00 1.5000e+04 1.9915e+03 3.5000e+00
3.0000e+00 1.5000e+04 1.9906e+03 3.5000e+00
3.2000e+00 1.5000e+04 1.9897e+03 3.5000e+00
3.4000e+00 1.5000e+04 1.9888e+03 3.5000e+00
3.6000e+00 1.5000e+04 1.9880e+03 3.5000e+00
3.8000e+00 1.5000e+04 1.9871e+03 3.3000e+00
4.0000e+00 1.5000e+04 1.9861e+03 3.2000e+00
4.2000e+00 1.5000e+04 1.9852e+03 3.2000e+00
4.4000e+00 1.5000e+04 1.9843e+03 3.2000e+00
4.6000e+00 1.5000e+04 1.9835e+03 3.2000e+00
4.8000e+00 1.5000e+04 1.9826e+03 3.1000e+00
5.0000e+00 1.5000e+04 1.9817e+03 3.1000e+00
5.2000e+00 1.5000e+04 1.9808e+03 3.1000e+00
5.4000e+00 1.5000e+04 1.9801e+03 3.1000e+00
5.6000e+00 1.5000e+04 1.9789e+03 2.8000e+00
5.8000e+00 1.5000e+04 1.9781e+03 2.8000e+00
6.0000e+00 1.5000e+04 1.9773e+03 2.8000e+00
6.2000e+00 1.5000e+04 1.9764e+03 2.7000e+00
6.4000e+00 1.5000e+04 1.9752e+03 2.7000e+00
6.6000e+00 1.5000e+04 1.9747e+03 2.7000e+00
6.8000e+00 1.5000e+04 1.9738e+03 2.6000e+00
7.0000e+00 1.5000e+04 1.9727e+03 2.6000e+00
7.2000e+00 1.5000e+04 1.9721e+03 2.6000e+00
7.4000e+00 1.5000e+04 1.9712e+03 2.5000e+00
7.6000e+00 1.5000e+04 1.9701e+03 2.5000e+00
7.8000e+00 1.5000e+04 1.9698e+03 2.2000e+00
8.0000e+00 1.5000e+04 1.9685e+03 2.2000e+00
8.2000e+00 1.5000e+04 1.9678e+03 2.4000e+00
8.4000e+00 1.5000e+04 1.9670e+03 2.1000e+00
8.6000e+00 1.5000e+04 1.9658e+03 2.1000e+00
8.8000e+00 1.5000e+04 1.9654e+03 2.0000e+00
9.0000e+00 1.5000e+04 1.9644e+03 2.0000e+00
9.2000e+00 1.5000e+04 1.9639e+03 1.9000e+00
9.4000e+00 1.5000e+04 1.9630e+03 1.9000e+00
9.6000e+00 1.5000e+04 1.9625e+03 1.8000e+00
9.8000e+00 1.5000e+04 1.9615e+03 1.8000e+00
1.0000e+01 1.5000e+04 1.9607e+03 1.8000e+00
1.0200e+01 1.5000e+04 1.9601e+03 1.7000e+00
1.0400e+01 1.5000e+04 1.9597e+03 1.6000e+00
1.0600e+01 1.5000e+04 1.9590e+03 1.6000e+00
1.0800e+01 1.5000e+04 1.9585e+03 1.5000e+00
1.1000e+01 1.5000e+04 1.9578e+03 1.5000e+00
1.1200e+01 1.5000e+04 1.9573e+03 1.4000e+00
1.1400e+01 1.5000e+04 1.9547e+03 1.4000e+00
1.1600e+01 1.5000e+04 1.9562e+03 1.5000e+00
1.1800e+01 1.5000e+04 1.9542e+03 1.3000e+00
1.2000e+01 1.5000e+04 1.9526e+03 1.2000e+00
1.2200e+01 1.5000e+04 1.9524e+03 1.1000e+00
1.2400e+01 1.5000e+04 1.9514e+03 1.1000e+00
1.2600e+01 1.5000e+04 1.9500e+03 1.0000e+00
1.2800e+01 1.5000e+04 1.9508e+03 1.0000e+00
1.3000e+01 1.5000e+04 1.9494e+03 9.0000e-01
1.3200e+01 1.5000e+04 1.9488e+03 8.0000e-01
1.3400e+01 1.5000e+04 1.9502e+03 8.0000e-01
1.3600e+01 1.5000e+04 1.9489e+03 7.0000e-01
1.3800e+01 1.5000e+04 1.9508e+03 9.0000e-01
1.4000e+01 1.5000e+04 1.9494e+03 6.0000e-01
1.4200e+01 1.5000e+04 1.9478e+03 5.0000e-01
1.4400e+01 1.5000e+04 1.9484e+03 6.0000e-01
1.4600e+01 1.5000e+04 1.9477e+03 4.0000e-01
1.4800e+01 1.5000e+04 1.9463e+03 3.0000e-01
1.5000e+01 1.5000e+04 1.9473e+03 3.0000e-01
0.0000e+00 1.6000e+04 1.9996e+03 4.4000e+00
2.0000e-01 1.6000e+04 1.9986e+03 4.4000e+00
4.0000e-01 1.6000e+04 1.9977e+03 4.4000e+00
6.0000e-01 1.6000e+04 1.9967e+03 4.4000e+00
8.0000e-01 1.6000e+04 1.9958e+03 4.3000e+00
1.0000e+00 1.6000e+04 1.9949e+03 4.3000e+00
1.2000e+00 1.6000e+04 1.9940e+03 4.3000e+00
1.4000e+00 1.6000e+04 1.9931e+03 4.2000e+00
1.6000e+00 1.6000e+04 1.9921e+03 4.0000e+00
